"","Word1","Word2","Creativity","FF","Class","Individual"
"3558","mayhem","fun",1.33333333333333,0.808294869,"ac.americans",189
"3559","candle","Smell",2.30555555555556,0.808279803,"ac.americans",190
"3560","Smell","Love",2.30555555555556,0.808279803,"ac.americans",190
"3561","Love","Holiday",2.30555555555556,0.808279803,"ac.americans",190
"3562","Holiday","Halloween",2.30555555555556,0.808279803,"ac.americans",190
"3563","Halloween","Candy",2.30555555555556,0.808279803,"ac.americans",190
"3564","Candy","Pizza",2.30555555555556,0.808279803,"ac.americans",190
"3565","Pizza","Turtle",2.30555555555556,0.808279803,"ac.americans",190
"3566","Turtle","Movie",2.30555555555556,0.808279803,"ac.americans",190
"3567","Movie","Popcorn",2.30555555555556,0.808279803,"ac.americans",190
"3568","Popcorn","Night",2.30555555555556,0.808279803,"ac.americans",190
"3569","Night","Sleep",2.30555555555556,0.808279803,"ac.americans",190
"3570","Sleep","Morning",2.30555555555556,0.808279803,"ac.americans",190
"3571","Morning","School",2.30555555555556,0.808279803,"ac.americans",190
"3572","School","Bus",2.30555555555556,0.808279803,"ac.americans",190
"3573","Bus","Pen",2.30555555555556,0.808279803,"ac.americans",190
"3574","Pen","Paper",2.30555555555556,0.808279803,"ac.americans",190
"3575","Paper","Mail",2.30555555555556,0.808279803,"ac.americans",190
"3576","Mail","Truck",2.30555555555556,0.808279803,"ac.americans",190
"3577","Truck","Mud",2.30555555555556,0.808279803,"ac.americans",190
"3578","paper","clip",1.83333333333333,0.808163485573,"ac.americans",191
"3579","clip","hair",1.83333333333333,0.808163485573,"ac.americans",191
"3580","hair","bald",1.83333333333333,0.808163485573,"ac.americans",191
"3581","bald","hat",1.83333333333333,0.808163485573,"ac.americans",191
"3582","hat","coat",1.83333333333333,0.808163485573,"ac.americans",191
"3583","coat","mittens",1.83333333333333,0.808163485573,"ac.americans",191
"3584","mittens","boots",1.83333333333333,0.808163485573,"ac.americans",191
"3585","boots","cowboy",1.83333333333333,0.808163485573,"ac.americans",191
"3586","cowboy","rodeo",1.83333333333333,0.808163485573,"ac.americans",191
"3587","rodeo","calf",1.83333333333333,0.808163485573,"ac.americans",191
"3588","calf","horse",1.83333333333333,0.808163485573,"ac.americans",191
"3589","horse","bull",1.83333333333333,0.808163485573,"ac.americans",191
"3590","bull","lasso",1.83333333333333,0.808163485573,"ac.americans",191
"3591","lasso","western",1.83333333333333,0.808163485573,"ac.americans",191
"3592","western","country",1.83333333333333,0.808163485573,"ac.americans",191
"3593","country","music",1.83333333333333,0.808163485573,"ac.americans",191
"3594","music","twang",1.83333333333333,0.808163485573,"ac.americans",191
"3595","twang","drawl",1.83333333333333,0.808163485573,"ac.americans",191
"3596","drawl","accent",1.83333333333333,0.808163485573,"ac.americans",191
"3597","paper","pencel",1.5,0.808080496348,"ac.americans",192
"3598","pencel","pen",1.5,0.808080496348,"ac.americans",192
"3599","pen","school",1.5,0.808080496348,"ac.americans",192
"3600","school","education",1.5,0.808080496348,"ac.americans",192
"3601","education","work",1.5,0.808080496348,"ac.americans",192
"3602","work","friends",1.5,0.808080496348,"ac.americans",192
"3603","friends","family",1.5,0.808080496348,"ac.americans",192
"3604","family","computer",1.5,0.808080496348,"ac.americans",192
"3605","computer","tv",1.5,0.808080496348,"ac.americans",192
"3606","tv","family",1.5,0.808080496348,"ac.americans",192
"3607","family","flowers",1.5,0.808080496348,"ac.americans",192
"3608","flowers","grandson",1.5,0.808080496348,"ac.americans",192
"3609","grandson","son",1.5,0.808080496348,"ac.americans",192
"3610","son","daughter",1.5,0.808080496348,"ac.americans",192
"3611","daughter","plants",1.5,0.808080496348,"ac.americans",192
"3612","plants","mattress",1.5,0.808080496348,"ac.americans",192
"3613","mattress","car",1.5,0.808080496348,"ac.americans",192
"3614","car","house",1.5,0.808080496348,"ac.americans",192
"3615","house","garden",1.5,0.808080496348,"ac.americans",192
"3616","toaster","Bread",1.55555555555556,0.808001047,"ac.americans",193
"3617","Bread","Jelly",1.55555555555556,0.808001047,"ac.americans",193
"3618","Jelly","Burnt",1.55555555555556,0.808001047,"ac.americans",193
"3619","Burnt","Weat",1.55555555555556,0.808001047,"ac.americans",193
"3620","Weat","Good",1.55555555555556,0.808001047,"ac.americans",193
"3621","Good","Hot",1.55555555555556,0.808001047,"ac.americans",193
"3622","Hot","Hard",1.55555555555556,0.808001047,"ac.americans",193
"3623","Hard","Tasty",1.55555555555556,0.808001047,"ac.americans",193
"3624","Tasty","Black",1.55555555555556,0.808001047,"ac.americans",193
"3625","Black","Love",1.55555555555556,0.808001047,"ac.americans",193
"3626","Love","Delishes",1.55555555555556,0.808001047,"ac.americans",193
"3627","Delishes","Sweet",1.55555555555556,0.808001047,"ac.americans",193
"3628","Sweet","Breakfest",1.55555555555556,0.808001047,"ac.americans",193
"3629","Breakfest","Eggs",1.55555555555556,0.808001047,"ac.americans",193
"3630","Eggs","Bacon",1.55555555555556,0.808001047,"ac.americans",193
"3631","Bacon","Whole",1.55555555555556,0.808001047,"ac.americans",193
"3632","Whole","Morning",1.55555555555556,0.808001047,"ac.americans",193
"3633","Morning","Lunch",1.55555555555556,0.808001047,"ac.americans",193
"3634","Lunch","Great",1.55555555555556,0.808001047,"ac.americans",193
"3635","bear","cub",1.41666666666667,0.8079459,"ac.americans",194
"3636","cub","strong",1.41666666666667,0.8079459,"ac.americans",194
"3637","strong","naked",1.41666666666667,0.8079459,"ac.americans",194
"3638","naked","free",1.41666666666667,0.8079459,"ac.americans",194
"3639","free","wild",1.41666666666667,0.8079459,"ac.americans",194
"3640","wild","powerful",1.41666666666667,0.8079459,"ac.americans",194
"3641","powerful","safe",1.41666666666667,0.8079459,"ac.americans",194
"3642","safe","me",1.41666666666667,0.8079459,"ac.americans",194
"3643","me","children",1.41666666666667,0.8079459,"ac.americans",194
"3644","children","love",1.41666666666667,0.8079459,"ac.americans",194
"3645","love","giving",1.41666666666667,0.8079459,"ac.americans",194
"3646","giving","take",1.41666666666667,0.8079459,"ac.americans",194
"3647","take","contribute",1.41666666666667,0.8079459,"ac.americans",194
"3648","contribute","owe",1.41666666666667,0.8079459,"ac.americans",194
"3649","owe","paid",1.41666666666667,0.8079459,"ac.americans",194
"3650","paid","carefree",1.41666666666667,0.8079459,"ac.americans",194
"3651","carefree","wind",1.41666666666667,0.8079459,"ac.americans",194
"3652","wind","universe",1.41666666666667,0.8079459,"ac.americans",194
"3653","universe","life",1.41666666666667,0.8079459,"ac.americans",194
"3654","bear","honey",1.44444444444444,0.807096369,"ac.americans",195
"3655","honey","bee",1.44444444444444,0.807096369,"ac.americans",195
"3656","bee","bumble",1.44444444444444,0.807096369,"ac.americans",195
"3657","bumble","queen",1.44444444444444,0.807096369,"ac.americans",195
"3658","queen","me",1.44444444444444,0.807096369,"ac.americans",195
"3659","me","house",1.44444444444444,0.807096369,"ac.americans",195
"3660","house","home",1.44444444444444,0.807096369,"ac.americans",195
"3661","home","door",1.44444444444444,0.807096369,"ac.americans",195
"3662","door","step",1.44444444444444,0.807096369,"ac.americans",195
"3663","step","room",1.44444444444444,0.807096369,"ac.americans",195
"3664","room","kitchen",1.44444444444444,0.807096369,"ac.americans",195
"3665","kitchen","stove",1.44444444444444,0.807096369,"ac.americans",195
"3666","stove","fridge",1.44444444444444,0.807096369,"ac.americans",195
"3667","fridge","food",1.44444444444444,0.807096369,"ac.americans",195
"3668","food","good",1.44444444444444,0.807096369,"ac.americans",195
"3669","good","cook",1.44444444444444,0.807096369,"ac.americans",195
"3670","cook","meal",1.44444444444444,0.807096369,"ac.americans",195
"3671","meal","time",1.44444444444444,0.807096369,"ac.americans",195
"3672","time","clock",1.44444444444444,0.807096369,"ac.americans",195
"3673","bear","Foot",1.61111111111111,0.806169447,"ac.americans",196
"3674","Foot","Ball",1.61111111111111,0.806169447,"ac.americans",196
"3675","Ball","Child",1.61111111111111,0.806169447,"ac.americans",196
"3676","Child","Son",1.61111111111111,0.806169447,"ac.americans",196
"3677","Son","Beach",1.61111111111111,0.806169447,"ac.americans",196
"3678","Beach","Water",1.61111111111111,0.806169447,"ac.americans",196
"3679","Water","Waves",1.61111111111111,0.806169447,"ac.americans",196
"3680","Waves","Fish",1.61111111111111,0.806169447,"ac.americans",196
"3681","Fish","Boat",1.61111111111111,0.806169447,"ac.americans",196
"3682","Boat","Sail",1.61111111111111,0.806169447,"ac.americans",196
"3683","Sail","Sky",1.61111111111111,0.806169447,"ac.americans",196
"3684","Sky","Cloud",1.61111111111111,0.806169447,"ac.americans",196
"3685","Cloud","Plane",1.61111111111111,0.806169447,"ac.americans",196
"3686","Plane","Pilot",1.61111111111111,0.806169447,"ac.americans",196
"3687","Pilot","Hat",1.61111111111111,0.806169447,"ac.americans",196
"3688","Hat","Hair",1.61111111111111,0.806169447,"ac.americans",196
"3689","Hair","Dog",1.61111111111111,0.806169447,"ac.americans",196
"3690","Dog","Ball",1.61111111111111,0.806169447,"ac.americans",196
"3691","Ball","Grass",1.61111111111111,0.806169447,"ac.americans",196
"3692","candle","fire",1.44444444444444,0.805960976,"ac.americans",197
"3693","fire","hot",1.44444444444444,0.805960976,"ac.americans",197
"3694","hot","pancake",1.44444444444444,0.805960976,"ac.americans",197
"3695","pancake","breakfast",1.44444444444444,0.805960976,"ac.americans",197
"3696","breakfast","eggs",1.44444444444444,0.805960976,"ac.americans",197
"3697","eggs","chicken",1.44444444444444,0.805960976,"ac.americans",197
"3698","chicken","rooster",1.44444444444444,0.805960976,"ac.americans",197
"3699","rooster","proud",1.44444444444444,0.805960976,"ac.americans",197
"3700","proud","peacock",1.44444444444444,0.805960976,"ac.americans",197
"3701","peacock","zoo",1.44444444444444,0.805960976,"ac.americans",197
"3702","zoo","kids",1.44444444444444,0.805960976,"ac.americans",197
"3703","kids","play",1.44444444444444,0.805960976,"ac.americans",197
"3704","play","work",1.44444444444444,0.805960976,"ac.americans",197
"3705","work","money",1.44444444444444,0.805960976,"ac.americans",197
"3706","money","save",1.44444444444444,0.805960976,"ac.americans",197
"3707","save","kmart",1.44444444444444,0.805960976,"ac.americans",197
"3708","kmart","store",1.44444444444444,0.805960976,"ac.americans",197
"3709","store","buy",1.44444444444444,0.805960976,"ac.americans",197
"3710","buy","cheap",1.44444444444444,0.805960976,"ac.americans",197
"3711","candle","flame",1.66666666666667,0.805950749,"ac.americans",198
"3712","flame","fire",1.66666666666667,0.805950749,"ac.americans",198
"3713","fire","camp",1.66666666666667,0.805950749,"ac.americans",198
"3714","camp","tent",1.66666666666667,0.805950749,"ac.americans",198
"3715","tent","rain",1.66666666666667,0.805950749,"ac.americans",198
"3716","rain","northwest",1.66666666666667,0.805950749,"ac.americans",198
"3717","northwest","Grant",1.66666666666667,0.805950749,"ac.americans",198
"3718","Grant","marilyn",1.66666666666667,0.805950749,"ac.americans",198
"3719","marilyn","manson",1.66666666666667,0.805950749,"ac.americans",198
"3720","manson","makeup",1.66666666666667,0.805950749,"ac.americans",198
"3721","makeup","liptstick",1.66666666666667,0.805950749,"ac.americans",198
"3722","liptstick","red",1.66666666666667,0.805950749,"ac.americans",198
"3723","red","lips",1.66666666666667,0.805950749,"ac.americans",198
"3724","lips","kiss",1.66666666666667,0.805950749,"ac.americans",198
"3725","kiss","love",1.66666666666667,0.805950749,"ac.americans",198
"3726","love","hate",1.66666666666667,0.805950749,"ac.americans",198
"3727","hate","violence",1.66666666666667,0.805950749,"ac.americans",198
"3728","violence","hurt",1.66666666666667,0.805950749,"ac.americans",198
"3729","hurt","pain",1.66666666666667,0.805950749,"ac.americans",198
"3730","toaster","Butter",1.13888888888889,0.805865772033,"ac.americans",199
"3731","Butter","Bread",1.13888888888889,0.805865772033,"ac.americans",199
"3732","Bread","Hard",1.13888888888889,0.805865772033,"ac.americans",199
"3733","Hard","Good",1.13888888888889,0.805865772033,"ac.americans",199
"3734","Good","Food",1.13888888888889,0.805865772033,"ac.americans",199
"3735","Food","Love",1.13888888888889,0.805865772033,"ac.americans",199
"3736","Love","Brand",1.13888888888889,0.805865772033,"ac.americans",199
"3737","Brand","Color",1.13888888888889,0.805865772033,"ac.americans",199
"3738","Color","Time",1.13888888888889,0.805865772033,"ac.americans",199
"3739","Time","Sides",1.13888888888889,0.805865772033,"ac.americans",199
"3740","Sides","Jelly",1.13888888888889,0.805865772033,"ac.americans",199
"3741","Jelly","Shiny",1.13888888888889,0.805865772033,"ac.americans",199
"3742","Shiny","Kitchen",1.13888888888889,0.805865772033,"ac.americans",199
"3743","Kitchen","New",1.13888888888889,0.805865772033,"ac.americans",199
"3744","New","Great",1.13888888888889,0.805865772033,"ac.americans",199
"3745","Great","Two",1.13888888888889,0.805865772033,"ac.americans",199
"3746","Two","Red",1.13888888888889,0.805865772033,"ac.americans",199
"3747","Red","Hard",1.13888888888889,0.805865772033,"ac.americans",199
"3748","Hard","Love",1.13888888888889,0.805865772033,"ac.americans",199
"3749","toaster","bread",1.47222222222222,0.805467006,"ac.americans",200
"3750","bread","darken",1.47222222222222,0.805467006,"ac.americans",200
"3751","darken","harden",1.47222222222222,0.805467006,"ac.americans",200
"3752","harden","breakfast",1.47222222222222,0.805467006,"ac.americans",200
"3753","breakfast","jelly",1.47222222222222,0.805467006,"ac.americans",200
"3754","jelly","peanutbutter",1.47222222222222,0.805467006,"ac.americans",200
"3755","peanutbutter","morning",1.47222222222222,0.805467006,"ac.americans",200
"3756","morning","fast",1.47222222222222,0.805467006,"ac.americans",200
"3757","fast","delicious",1.47222222222222,0.805467006,"ac.americans",200
"3758","delicious","pancakes",1.47222222222222,0.805467006,"ac.americans",200
"3759","pancakes","waffles",1.47222222222222,0.805467006,"ac.americans",200
"3760","waffles","syrup",1.47222222222222,0.805467006,"ac.americans",200
"3761","syrup","weekends",1.47222222222222,0.805467006,"ac.americans",200
"3762","weekends","fun",1.47222222222222,0.805467006,"ac.americans",200
"3763","fun","happy",1.47222222222222,0.805467006,"ac.americans",200
"3764","happy","cooking",1.47222222222222,0.805467006,"ac.americans",200
"3765","cooking","exciting",1.47222222222222,0.805467006,"ac.americans",200
"3766","exciting","meals",1.47222222222222,0.805467006,"ac.americans",200
"3767","meals","eat",1.47222222222222,0.805467006,"ac.americans",200
"3768","candle","Flame",2.47222222222222,0.805466035,"ac.americans",201
"3769","Flame","Fireplace",2.47222222222222,0.805466035,"ac.americans",201
"3770","Fireplace","Relax",2.47222222222222,0.805466035,"ac.americans",201
"3771","Relax","Peaceful",2.47222222222222,0.805466035,"ac.americans",201
"3772","Peaceful","Restful",2.47222222222222,0.805466035,"ac.americans",201
"3773","Restful","Quite",2.47222222222222,0.805466035,"ac.americans",201
"3774","Quite","Silence",2.47222222222222,0.805466035,"ac.americans",201
"3775","Silence","Music",2.47222222222222,0.805466035,"ac.americans",201
"3776","Music","Melody",2.47222222222222,0.805466035,"ac.americans",201
"3777","Melody","Beauty",2.47222222222222,0.805466035,"ac.americans",201
"3778","Beauty","Nature",2.47222222222222,0.805466035,"ac.americans",201
"3779","Nature","Green",2.47222222222222,0.805466035,"ac.americans",201
"3780","Green","Forest",2.47222222222222,0.805466035,"ac.americans",201
"3781","Forest","Trees",2.47222222222222,0.805466035,"ac.americans",201
"3782","Trees","Birds",2.47222222222222,0.805466035,"ac.americans",201
"3783","Birds","Eggs",2.47222222222222,0.805466035,"ac.americans",201
"3784","Eggs","Breakfast",2.47222222222222,0.805466035,"ac.americans",201
"3785","Breakfast","Sunday",2.47222222222222,0.805466035,"ac.americans",201
"3786","Sunday","Relaxing",2.47222222222222,0.805466035,"ac.americans",201
"3787","candle","wax",2,0.805220357,"ac.americans",202
"3788","wax","wick",2,0.805220357,"ac.americans",202
"3789","wick","flame",2,0.805220357,"ac.americans",202
"3790","flame","soot",2,0.805220357,"ac.americans",202
"3791","soot","dirt",2,0.805220357,"ac.americans",202
"3792","dirt","hot",2,0.805220357,"ac.americans",202
"3793","hot","melting",2,0.805220357,"ac.americans",202
"3794","melting","messy",2,0.805220357,"ac.americans",202
"3795","messy","smoke",2,0.805220357,"ac.americans",202
"3796","smoke","holder",2,0.805220357,"ac.americans",202
"3797","holder","flowing",2,0.805220357,"ac.americans",202
"3798","flowing","smelly",2,0.805220357,"ac.americans",202
"3799","smelly","glowing",2,0.805220357,"ac.americans",202
"3800","glowing","flickering",2,0.805220357,"ac.americans",202
"3801","flickering","waning",2,0.805220357,"ac.americans",202
"3802","waning","lit",2,0.805220357,"ac.americans",202
"3803","lit","flashing",2,0.805220357,"ac.americans",202
"3804","flashing","burnt",2,0.805220357,"ac.americans",202
"3805","burnt","out",2,0.805220357,"ac.americans",202
"3806","paper","read",1.22222222222222,0.805067921,"ac.americans",203
"3807","read","book",1.22222222222222,0.805067921,"ac.americans",203
"3808","book","story",1.22222222222222,0.805067921,"ac.americans",203
"3809","story","bedtime",1.22222222222222,0.805067921,"ac.americans",203
"3810","bedtime","sleep",1.22222222222222,0.805067921,"ac.americans",203
"3811","sleep","pillow",1.22222222222222,0.805067921,"ac.americans",203
"3812","pillow","soft",1.22222222222222,0.805067921,"ac.americans",203
"3813","soft","kitten",1.22222222222222,0.805067921,"ac.americans",203
"3814","kitten","milk",1.22222222222222,0.805067921,"ac.americans",203
"3815","milk","warm",1.22222222222222,0.805067921,"ac.americans",203
"3816","warm","drink",1.22222222222222,0.805067921,"ac.americans",203
"3817","drink","pop",1.22222222222222,0.805067921,"ac.americans",203
"3818","pop","popcorn",1.22222222222222,0.805067921,"ac.americans",203
"3819","popcorn","movie",1.22222222222222,0.805067921,"ac.americans",203
"3820","movie","date",1.22222222222222,0.805067921,"ac.americans",203
"3821","date","snack",1.22222222222222,0.805067921,"ac.americans",203
"3822","snack","drivein",1.22222222222222,0.805067921,"ac.americans",203
"3823","drivein","summer",1.22222222222222,0.805067921,"ac.americans",203
"3824","summer","new",1.22222222222222,0.805067921,"ac.americans",203
"3825","snow","Day",2.20833333333333,0.804990322,"ac.americans",204
"3826","Day","Birthday",2.20833333333333,0.804990322,"ac.americans",204
"3827","Birthday","Party",2.20833333333333,0.804990322,"ac.americans",204
"3828","Party","Welcome",2.20833333333333,0.804990322,"ac.americans",204
"3829","Welcome","Happy",2.20833333333333,0.804990322,"ac.americans",204
"3830","Happy","Unhappy",2.20833333333333,0.804990322,"ac.americans",204
"3831","Unhappy","Day",2.20833333333333,0.804990322,"ac.americans",204
"3832","Day","Stars",2.20833333333333,0.804990322,"ac.americans",204
"3833","Stars","Cloud",2.20833333333333,0.804990322,"ac.americans",204
"3834","Cloud","Car",2.20833333333333,0.804990322,"ac.americans",204
"3835","Car","Store",2.20833333333333,0.804990322,"ac.americans",204
"3836","Store","Money",2.20833333333333,0.804990322,"ac.americans",204
"3837","Money","Food",2.20833333333333,0.804990322,"ac.americans",204
"3838","Food","ist",2.20833333333333,0.804990322,"ac.americans",204
"3839","ist","Cart",2.20833333333333,0.804990322,"ac.americans",204
"3840","Cart","Apples",2.20833333333333,0.804990322,"ac.americans",204
"3841","Apples","Odd",2.20833333333333,0.804990322,"ac.americans",204
"3842","Odd","Strange",2.20833333333333,0.804990322,"ac.americans",204
"3843","Strange","Finish",2.20833333333333,0.804990322,"ac.americans",204
"3844","candle","light",1.80555555555556,0.804970766944,"ac.americans",205
"3845","light","illuminate",1.80555555555556,0.804970766944,"ac.americans",205
"3846","illuminate","bright",1.80555555555556,0.804970766944,"ac.americans",205
"3847","bright","shine",1.80555555555556,0.804970766944,"ac.americans",205
"3848","shine","sparkle",1.80555555555556,0.804970766944,"ac.americans",205
"3849","sparkle","gemstones",1.80555555555556,0.804970766944,"ac.americans",205
"3850","gemstones","jewelry",1.80555555555556,0.804970766944,"ac.americans",205
"3851","jewelry","variety",1.80555555555556,0.804970766944,"ac.americans",205
"3852","variety","many",1.80555555555556,0.804970766944,"ac.americans",205
"3853","many","abundant",1.80555555555556,0.804970766944,"ac.americans",205
"3854","abundant","much",1.80555555555556,0.804970766944,"ac.americans",205
"3855","much","things",1.80555555555556,0.804970766944,"ac.americans",205
"3856","things","material",1.80555555555556,0.804970766944,"ac.americans",205
"3857","material","clothing",1.80555555555556,0.804970766944,"ac.americans",205
"3858","clothing","fashion",1.80555555555556,0.804970766944,"ac.americans",205
"3859","fashion","trends",1.80555555555556,0.804970766944,"ac.americans",205
"3860","trends","popular",1.80555555555556,0.804970766944,"ac.americans",205
"3861","popular","friends",1.80555555555556,0.804970766944,"ac.americans",205
"3862","friends","communication",1.80555555555556,0.804970766944,"ac.americans",205
"3863","paper","scott",1.38888888888889,0.804826037,"ac.americans",206
"3864","scott","trade",1.38888888888889,0.804826037,"ac.americans",206
"3865","trade","barter",1.38888888888889,0.804826037,"ac.americans",206
"3866","barter","sell",1.38888888888889,0.804826037,"ac.americans",206
"3867","sell","shop",1.38888888888889,0.804826037,"ac.americans",206
"3868","shop","spend",1.38888888888889,0.804826037,"ac.americans",206
"3869","spend","money",1.38888888888889,0.804826037,"ac.americans",206
"3870","money","loose",1.38888888888889,0.804826037,"ac.americans",206
"3871","loose","find",1.38888888888889,0.804826037,"ac.americans",206
"3872","find","spend",1.38888888888889,0.804826037,"ac.americans",206
"3873","spend","save",1.38888888888889,0.804826037,"ac.americans",206
"3874","save","vacation",1.38888888888889,0.804826037,"ac.americans",206
"3875","vacation","fun",1.38888888888889,0.804826037,"ac.americans",206
"3876","fun","family",1.38888888888889,0.804826037,"ac.americans",206
"3877","family","recreation",1.38888888888889,0.804826037,"ac.americans",206
"3878","recreation","sports",1.38888888888889,0.804826037,"ac.americans",206
"3879","sports","biking",1.38888888888889,0.804826037,"ac.americans",206
"3880","biking","walking",1.38888888888889,0.804826037,"ac.americans",206
"3881","walking","sweaty",1.38888888888889,0.804826037,"ac.americans",206
"3882","candle","stick",1.72222222222222,0.804697053301,"ac.americans",207
"3883","stick","peppermint",1.72222222222222,0.804697053301,"ac.americans",207
"3884","peppermint","candy",1.72222222222222,0.804697053301,"ac.americans",207
"3885","candy","chocolate",1.72222222222222,0.804697053301,"ac.americans",207
"3886","chocolate","bar",1.72222222222222,0.804697053301,"ac.americans",207
"3887","bar","bell",1.72222222222222,0.804697053301,"ac.americans",207
"3888","bell","ring",1.72222222222222,0.804697053301,"ac.americans",207
"3889","ring","ding",1.72222222222222,0.804697053301,"ac.americans",207
"3890","ding","dong",1.72222222222222,0.804697053301,"ac.americans",207
"3891","dong","donkey",1.72222222222222,0.804697053301,"ac.americans",207
"3892","donkey","horse",1.72222222222222,0.804697053301,"ac.americans",207
"3893","horse","ride",1.72222222222222,0.804697053301,"ac.americans",207
"3894","ride","carriage",1.72222222222222,0.804697053301,"ac.americans",207
"3895","carriage","sleigh",1.72222222222222,0.804697053301,"ac.americans",207
"3896","sleigh","snow",1.72222222222222,0.804697053301,"ac.americans",207
"3897","snow","ball",1.72222222222222,0.804697053301,"ac.americans",207
"3898","ball","bat",1.72222222222222,0.804697053301,"ac.americans",207
"3899","bat","run",1.72222222222222,0.804697053301,"ac.americans",207
"3900","run","fast",1.72222222222222,0.804697053301,"ac.americans",207
"3901","candle","flame",1.44444444444444,0.804251714,"ac.americans",208
"3902","flame","light",1.44444444444444,0.804251714,"ac.americans",208
"3903","light","scented",1.44444444444444,0.804251714,"ac.americans",208
"3904","scented","holidays",1.44444444444444,0.804251714,"ac.americans",208
"3905","holidays","fall",1.44444444444444,0.804251714,"ac.americans",208
"3906","fall","pumpkin",1.44444444444444,0.804251714,"ac.americans",208
"3907","pumpkin","cozy",1.44444444444444,0.804251714,"ac.americans",208
"3908","cozy","snuggle",1.44444444444444,0.804251714,"ac.americans",208
"3909","snuggle","warm",1.44444444444444,0.804251714,"ac.americans",208
"3910","warm","tall",1.44444444444444,0.804251714,"ac.americans",208
"3911","tall","round",1.44444444444444,0.804251714,"ac.americans",208
"3912","round","jarred",1.44444444444444,0.804251714,"ac.americans",208
"3913","jarred","wax",1.44444444444444,0.804251714,"ac.americans",208
"3914","wax","fire",1.44444444444444,0.804251714,"ac.americans",208
"3915","fire","lighter",1.44444444444444,0.804251714,"ac.americans",208
"3916","lighter","matches",1.44444444444444,0.804251714,"ac.americans",208
"3917","matches","safe",1.44444444444444,0.804251714,"ac.americans",208
"3918","safe","amazing",1.44444444444444,0.804251714,"ac.americans",208
"3919","amazing","favorite",1.44444444444444,0.804251714,"ac.americans",208
"3920","toaster","blender",1.25,0.804247840829,"ac.americans",209
"3921","blender","oven",1.25,0.804247840829,"ac.americans",209
"3922","oven","stove",1.25,0.804247840829,"ac.americans",209
"3923","stove","refrigerator",1.25,0.804247840829,"ac.americans",209
"3924","refrigerator","washingmachine",1.25,0.804247840829,"ac.americans",209
"3925","washingmachine","dryer",1.25,0.804247840829,"ac.americans",209
"3926","dryer","iron",1.25,0.804247840829,"ac.americans",209
"3927","iron","foodprocessor",1.25,0.804247840829,"ac.americans",209
"3928","foodprocessor","dishwasher",1.25,0.804247840829,"ac.americans",209
"3929","dishwasher","sink",1.25,0.804247840829,"ac.americans",209
"3930","sink","cabinets",1.25,0.804247840829,"ac.americans",209
"3931","cabinets","oventoaster",1.25,0.804247840829,"ac.americans",209
"3932","oventoaster","canopener",1.25,0.804247840829,"ac.americans",209
"3933","canopener","freezer",1.25,0.804247840829,"ac.americans",209
"3934","freezer","ironingboard",1.25,0.804247840829,"ac.americans",209
"3935","ironingboard","sewingmachine",1.25,0.804247840829,"ac.americans",209
"3936","sewingmachine","television",1.25,0.804247840829,"ac.americans",209
"3937","television","DVDplayer",1.25,0.804247840829,"ac.americans",209
"3938","DVDplayer","Stereo",1.25,0.804247840829,"ac.americans",209
"3939","table","silverware",1.41666666666667,0.80393600733,"ac.americans",210
"3940","silverware","plates",1.41666666666667,0.80393600733,"ac.americans",210
"3941","plates","dinner",1.41666666666667,0.80393600733,"ac.americans",210
"3942","dinner","family",1.41666666666667,0.80393600733,"ac.americans",210
"3943","family","friends",1.41666666666667,0.80393600733,"ac.americans",210
"3944","friends","food",1.41666666666667,0.80393600733,"ac.americans",210
"3945","food","breakfast",1.41666666666667,0.80393600733,"ac.americans",210
"3946","breakfast","lunch",1.41666666666667,0.80393600733,"ac.americans",210
"3947","lunch","glasses",1.41666666666667,0.80393600733,"ac.americans",210
"3948","glasses","cups",1.41666666666667,0.80393600733,"ac.americans",210
"3949","cups","saucers",1.41666666666667,0.80393600733,"ac.americans",210
"3950","saucers","conversation",1.41666666666667,0.80393600733,"ac.americans",210
"3951","conversation","connect",1.41666666666667,0.80393600733,"ac.americans",210
"3952","connect","buffet",1.41666666666667,0.80393600733,"ac.americans",210
"3953","buffet","stomach",1.41666666666667,0.80393600733,"ac.americans",210
"3954","stomach","dirty",1.41666666666667,0.80393600733,"ac.americans",210
"3955","dirty","dishes",1.41666666666667,0.80393600733,"ac.americans",210
"3956","dishes","cleanup",1.41666666666667,0.80393600733,"ac.americans",210
"3957","cleanup","desert",1.41666666666667,0.80393600733,"ac.americans",210
"3958","bear","smokey",1.22222222222222,0.80297482,"ac.americans",211
"3959","smokey","brown",1.22222222222222,0.80297482,"ac.americans",211
"3960","brown","black",1.22222222222222,0.80297482,"ac.americans",211
"3961","black","white",1.22222222222222,0.80297482,"ac.americans",211
"3962","white","polar",1.22222222222222,0.80297482,"ac.americans",211
"3963","polar","big",1.22222222222222,0.80297482,"ac.americans",211
"3964","big","teeth",1.22222222222222,0.80297482,"ac.americans",211
"3965","teeth","scary",1.22222222222222,0.80297482,"ac.americans",211
"3966","scary","tough",1.22222222222222,0.80297482,"ac.americans",211
"3967","tough","hurt",1.22222222222222,0.80297482,"ac.americans",211
"3968","hurt","kill",1.22222222222222,0.80297482,"ac.americans",211
"3969","kill","eat",1.22222222222222,0.80297482,"ac.americans",211
"3970","eat","mammals",1.22222222222222,0.80297482,"ac.americans",211
"3971","mammals","giant",1.22222222222222,0.80297482,"ac.americans",211
