"Word1" "Word2" "Creativity" "Class"
"1148" "power" "energy" 1.55555555555556 "Americans"
"1149" "energy" "fluency" 1.55555555555556 "Americans"
"1150" "fluency" "philisophical" 1.55555555555556 "Americans"
"1151" "toaster" "oven" 2.52777777777778 "Americans"
"1152" "oven" "bake" 2.52777777777778 "Americans"
"1153" "bake" "food" 2.52777777777778 "Americans"
"1154" "food" "crumbs" 2.52777777777778 "Americans"
"1155" "crumbs" "yum" 2.52777777777778 "Americans"
"1156" "yum" "tasty" 2.52777777777778 "Americans"
"1157" "tasty" "wow" 2.52777777777778 "Americans"
"1158" "wow" "tired" 2.52777777777778 "Americans"
"1159" "tired" "sleepy" 2.52777777777778 "Americans"
"1160" "sleepy" "resting" 2.52777777777778 "Americans"
"1161" "resting" "food" 2.52777777777778 "Americans"
"1162" "food" "drinks" 2.52777777777778 "Americans"
"1163" "drinks" "fun" 2.52777777777778 "Americans"
"1164" "fun" "laughter" 2.52777777777778 "Americans"
"1165" "laughter" "games" 2.52777777777778 "Americans"
"1166" "games" "charity" 2.52777777777778 "Americans"
"1167" "charity" "love" 2.52777777777778 "Americans"
"1168" "love" "share" 2.52777777777778 "Americans"
"1169" "share" "give" 2.52777777777778 "Americans"
"1170" "candle" "flame" 2.66666666666667 "Americans"
"1171" "flame" "teacher" 2.66666666666667 "Americans"
"1172" "teacher" "chemistry" 2.66666666666667 "Americans"
"1173" "chemistry" "science" 2.66666666666667 "Americans"
"1174" "science" "bubbles" 2.66666666666667 "Americans"
"1175" "bubbles" "children" 2.66666666666667 "Americans"
"1176" "children" "happy" 2.66666666666667 "Americans"
"1177" "happy" "emotion" 2.66666666666667 "Americans"
"1178" "emotion" "sad" 2.66666666666667 "Americans"
"1179" "sad" "extreme" 2.66666666666667 "Americans"
"1180" "extreme" "sports" 2.66666666666667 "Americans"
"1181" "sports" "soccer" 2.66666666666667 "Americans"
"1182" "soccer" "injury" 2.66666666666667 "Americans"
"1183" "injury" "healing" 2.66666666666667 "Americans"
"1184" "healing" "sailing" 2.66666666666667 "Americans"
"1185" "sailing" "ocean" 2.66666666666667 "Americans"
"1186" "ocean" "waves" 2.66666666666667 "Americans"
"1187" "waves" "octopus" 2.66666666666667 "Americans"
"1188" "octopus" "sea" 2.66666666666667 "Americans"
"1189" "snow" "fall" 2.11111111111111 "Americans"
"1190" "fall" "leaves" 2.11111111111111 "Americans"
"1191" "leaves" "bye" 2.11111111111111 "Americans"
"1192" "bye" "football" 2.11111111111111 "Americans"
"1193" "football" "game" 2.11111111111111 "Americans"
"1194" "game" "checkers" 2.11111111111111 "Americans"
"1195" "checkers" "dog" 2.11111111111111 "Americans"
"1196" "dog" "lab" 2.11111111111111 "Americans"
"1197" "lab" "beaker" 2.11111111111111 "Americans"
"1198" "beaker" "testtube" 2.11111111111111 "Americans"
"1199" "testtube" "baby" 2.11111111111111 "Americans"
"1200" "baby" "infant" 2.11111111111111 "Americans"
"1201" "infant" "crying" 2.11111111111111 "Americans"
"1202" "crying" "movies" 2.11111111111111 "Americans"
"1203" "movies" "popcorn" 2.11111111111111 "Americans"
"1204" "popcorn" "soda" 2.11111111111111 "Americans"
"1205" "soda" "straw" 2.11111111111111 "Americans"
"1206" "straw" "hay" 2.11111111111111 "Americans"
"1207" "hay" "bale" 2.11111111111111 "Americans"
"1208" "candle" "ligth" 1.5 "Americans"
"1209" "ligth" "house" 1.5 "Americans"
"1210" "house" "family" 1.5 "Americans"
"1211" "family" "love" 1.5 "Americans"
"1212" "love" "peace" 1.5 "Americans"
"1213" "peace" "world" 1.5 "Americans"
"1214" "world" "ocean" 1.5 "Americans"
"1215" "ocean" "beach" 1.5 "Americans"
"1216" "beach" "sun" 1.5 "Americans"
"1217" "sun" "nigth" 1.5 "Americans"
"1218" "nigth" "day" 1.5 "Americans"
"1219" "day" "work" 1.5 "Americans"
"1220" "work" "friends" 1.5 "Americans"
"1221" "friends" "kids" 1.5 "Americans"
"1222" "kids" "toys" 1.5 "Americans"
"1223" "toys" "play" 1.5 "Americans"
"1224" "play" "game" 1.5 "Americans"
"1225" "game" "computer" 1.5 "Americans"
"1226" "computer" "tv" 1.5 "Americans"
"1227" "paper" "tree" 1.72222222222222 "Americans"
"1228" "tree" "air" 1.72222222222222 "Americans"
"1229" "air" "lung" 1.72222222222222 "Americans"
"1230" "lung" "body" 1.72222222222222 "Americans"
"1231" "body" "person" 1.72222222222222 "Americans"
"1232" "person" "talk" 1.72222222222222 "Americans"
"1233" "talk" "phone" 1.72222222222222 "Americans"
"1234" "phone" "text" 1.72222222222222 "Americans"
"1235" "text" "message" 1.72222222222222 "Americans"
"1236" "message" "letter" 1.72222222222222 "Americans"
"1237" "letter" "notes" 1.72222222222222 "Americans"
"1238" "notes" "friendship" 1.72222222222222 "Americans"
"1239" "friendship" "happiness" 1.72222222222222 "Americans"
"1240" "happiness" "love" 1.72222222222222 "Americans"
"1241" "love" "laughter" 1.72222222222222 "Americans"
"1242" "laughter" "funny" 1.72222222222222 "Americans"
"1243" "funny" "clown" 1.72222222222222 "Americans"
"1244" "clown" "costume" 1.72222222222222 "Americans"
"1245" "costume" "play" 1.72222222222222 "Americans"
"1246" "snow" "flake" 1.41666666666667 "Americans"
"1247" "flake" "cereal" 1.41666666666667 "Americans"
"1248" "cereal" "oatmeal" 1.41666666666667 "Americans"
"1249" "oatmeal" "cookie" 1.41666666666667 "Americans"
"1250" "cookie" "sugar" 1.41666666666667 "Americans"
"1251" "sugar" "candy" 1.41666666666667 "Americans"
"1252" "candy" "cane" 1.41666666666667 "Americans"
"1253" "cane" "wood" 1.41666666666667 "Americans"
"1254" "wood" "tree" 1.41666666666667 "Americans"
"1255" "tree" "house" 1.41666666666667 "Americans"
"1256" "house" "shelter" 1.41666666666667 "Americans"
"1257" "shelter" "home" 1.41666666666667 "Americans"
"1258" "home" "money" 1.41666666666667 "Americans"
"1259" "money" "work" 1.41666666666667 "Americans"
"1260" "work" "commute" 1.41666666666667 "Americans"
"1261" "commute" "car" 1.41666666666667 "Americans"
"1262" "car" "money" 1.41666666666667 "Americans"
"1263" "money" "items" 1.41666666666667 "Americans"
"1264" "items" "bank" 1.41666666666667 "Americans"
"1265" "toaster" "jelly" 1.36111111111111 "Americans"
"1266" "jelly" "butter" 1.36111111111111 "Americans"
"1267" "butter" "sticky" 1.36111111111111 "Americans"
"1268" "sticky" "mess" 1.36111111111111 "Americans"
"1269" "mess" "disorderly" 1.36111111111111 "Americans"
"1270" "disorderly" "anxious" 1.36111111111111 "Americans"
"1271" "anxious" "upset" 1.36111111111111 "Americans"
"1272" "upset" "happy" 1.36111111111111 "Americans"
"1273" "happy" "content" 1.36111111111111 "Americans"
"1274" "content" "husband" 1.36111111111111 "Americans"
"1275" "husband" "bestfriend" 1.36111111111111 "Americans"
"1276" "bestfriend" "trust" 1.36111111111111 "Americans"
"1277" "trust" "honesty" 1.36111111111111 "Americans"
"1278" "honesty" "life" 1.36111111111111 "Americans"
"1279" "life" "death" 1.36111111111111 "Americans"
"1280" "death" "end" 1.36111111111111 "Americans"
"1281" "end" "beginning" 1.36111111111111 "Americans"
"1282" "beginning" "middle" 1.36111111111111 "Americans"
"1283" "middle" "laughing" 1.36111111111111 "Americans"
"1284" "toaster" "bread" 2 "Americans"
"1285" "bread" "jelly" 2 "Americans"
"1286" "jelly" "frosting" 2 "Americans"
"1287" "frosting" "pop" 2 "Americans"
"1288" "pop" "tarts" 2 "Americans"
"1289" "tarts" "oranges" 2 "Americans"
"1290" "oranges" "grapes" 2 "Americans"
"1291" "grapes" "plates" 2 "Americans"
"1292" "plates" "cornbread" 2 "Americans"
"1293" "cornbread" "salad" 2 "Americans"
"1294" "salad" "dressing" 2 "Americans"
"1295" "dressing" "forks" 2 "Americans"
"1296" "forks" "ham" 2 "Americans"
"1297" "ham" "tators" 2 "Americans"
"1298" "tators" "napkins" 2 "Americans"
"1299" "napkins" "glass" 2 "Americans"
"1300" "glass" "food" 2 "Americans"
"1301" "food" "christmas" 2 "Americans"
"1302" "christmas" "drums" 2 "Americans"
"1303" "drums" "clorox" 2 "Americans"
"1304" "paper" "lined" 1.83333333333333 "Americans"
"1305" "lined" "stripe" 1.83333333333333 "Americans"
"1306" "stripe" "pattern" 1.83333333333333 "Americans"
"1307" "pattern" "sew" 1.83333333333333 "Americans"
"1308" "sew" "needle" 1.83333333333333 "Americans"
"1309" "needle" "thread" 1.83333333333333 "Americans"
"1310" "thread" "bobbin" 1.83333333333333 "Americans"
"1313" "thimble" "scissors" 1.83333333333333 "Americans"
"1316" "cut" "paste" 1.83333333333333 "Americans"
"1317" "paste" "glue" 1.83333333333333 "Americans"
"1318" "glue" "sticky" 1.83333333333333 "Americans"
"1319" "sticky" "cinnamon" 1.83333333333333 "Americans"
"1320" "cinnamon" "bun" 1.83333333333333 "Americans"
"1321" "bun" "coffee" 1.83333333333333 "Americans"
"1322" "coffee" "breakfast" 1.83333333333333 "Americans"
"1323" "breakfast" "eggs" 1.83333333333333 "Americans"
"1324" "eggs" "bacon" 1.83333333333333 "Americans"
"1325" "bacon" "toast" 1.83333333333333 "Americans"
"1326" "toast" "jelly" 1.83333333333333 "Americans"
"1327" "bear" "grizzly" 1.91666666666667 "Americans"
"1328" "grizzly" "beard" 1.91666666666667 "Americans"
"1329" "beard" "face" 1.91666666666667 "Americans"
"1330" "face" "skin" 1.91666666666667 "Americans"
"1331" "skin" "body" 1.91666666666667 "Americans"
"1332" "body" "lotions" 1.91666666666667 "Americans"
"1333" "lotions" "creams" 1.91666666666667 "Americans"
"1334" "creams" "wrinkles" 1.91666666666667 "Americans"
"1335" "wrinkles" "puppies" 1.91666666666667 "Americans"
"1336" "puppies" "dogs" 1.91666666666667 "Americans"
"1337" "dogs" "friends" 1.91666666666667 "Americans"
"1338" "friends" "family" 1.91666666666667 "Americans"
"1339" "family" "children" 1.91666666666667 "Americans"
"1340" "children" "grandchildren" 1.91666666666667 "Americans"
"1341" "grandchildren" "toys" 1.91666666666667 "Americans"
"1342" "toys" "games" 1.91666666666667 "Americans"
"1343" "games" "phones" 1.91666666666667 "Americans"
"1344" "phones" "talking" 1.91666666666667 "Americans"
"1345" "talking" "speach" 1.91666666666667 "Americans"
"1346" "snow" "flake" 1.72222222222222 "Americans"
"1347" "flake" "scalp" 1.72222222222222 "Americans"
"1348" "scalp" "head" 1.72222222222222 "Americans"
"1349" "head" "face" 1.72222222222222 "Americans"
"1350" "face" "about" 1.72222222222222 "Americans"
"1351" "about" "me" 1.72222222222222 "Americans"
"1352" "me" "family" 1.72222222222222 "Americans"
"1353" "family" "kids" 1.72222222222222 "Americans"
"1354" "kids" "love" 1.72222222222222 "Americans"
"1355" "love" "heart" 1.72222222222222 "Americans"
"1356" "heart" "warmth" 1.72222222222222 "Americans"
"1357" "warmth" "hugs" 1.72222222222222 "Americans"
"1358" "hugs" "kisses" 1.72222222222222 "Americans"
"1359" "kisses" "chocolate" 1.72222222222222 "Americans"
"1360" "chocolate" "sweet" 1.72222222222222 "Americans"
"1361" "sweet" "sugar" 1.72222222222222 "Americans"
"1362" "sugar" "spice" 1.72222222222222 "Americans"
"1363" "spice" "food" 1.72222222222222 "Americans"
"1364" "food" "hungry" 1.72222222222222 "Americans"
"1365" "table" "set" 1.66666666666667 "Americans"
"1366" "set" "game" 1.66666666666667 "Americans"
"1367" "game" "match" 1.66666666666667 "Americans"
"1368" "match" "light" 1.66666666666667 "Americans"
"1369" "light" "candle" 1.66666666666667 "Americans"
"1370" "candle" "wax" 1.66666666666667 "Americans"
"1371" "wax" "bees" 1.66666666666667 "Americans"
"1372" "bees" "knees" 1.66666666666667 "Americans"
"1373" "knees" "hip" 1.66666666666667 "Americans"
"1374" "hip" "hop" 1.66666666666667 "Americans"
"1375" "hop" "frog" 1.66666666666667 "Americans"
"1376" "frog" "france" 1.66666666666667 "Americans"
"1377" "france" "cheese" 1.66666666666667 "Americans"
"1378" "cheese" "chuckey" 1.66666666666667 "Americans"
"1379" "chuckey" "doll" 1.66666666666667 "Americans"
"1380" "doll" "baby" 1.66666666666667 "Americans"
"1381" "baby" "diapers" 1.66666666666667 "Americans"
"1382" "diapers" "smelly" 1.66666666666667 "Americans"
"1383" "smelly" "feet" 1.66666666666667 "Americans"
"1384" "bear" "teddy" 1.66666666666667 "Americans"
"1385" "teddy" "cuddle" 1.66666666666667 "Americans"
"1386" "cuddle" "warm" 1.66666666666667 "Americans"
"1387" "warm" "moist" 1.66666666666667 "Americans"
"1388" "moist" "dew" 1.66666666666667 "Americans"
"1391" "spring" "grouth" 1.66666666666667 "Americans"
"1392" "grouth" "sprout" 1.66666666666667 "Americans"
"1393" "sprout" "green" 1.66666666666667 "Americans"
"1396" "fresh" "new" 1.66666666666667 "Americans"
"1397" "new" "world" 1.66666666666667 "Americans"
"1398" "world" "dictionary" 1.66666666666667 "Americans"
"1399" "dictionary" "words" 1.66666666666667 "Americans"
"1400" "words" "speak" 1.66666666666667 "Americans"
"1401" "speak" "oral" 1.66666666666667 "Americans"
"1402" "oral" "test" 1.66666666666667 "Americans"
"1403" "test" "pilot" 1.66666666666667 "Americans"
"1404" "pilot" "plane" 1.66666666666667 "Americans"
"1405" "snow" "flake" 1.47222222222222 "Americans"
"1406" "flake" "soap" 1.47222222222222 "Americans"
"1407" "soap" "clean" 1.47222222222222 "Americans"
"1408" "clean" "bright" 1.47222222222222 "Americans"
"1409" "bright" "star" 1.47222222222222 "Americans"
"1410" "star" "shine" 1.47222222222222 "Americans"
"1411" "shine" "shoe" 1.47222222222222 "Americans"
"1412" "shoe" "boot" 1.47222222222222 "Americans"
"1413" "boot" "work" 1.47222222222222 "Americans"
"1414" "work" "play" 1.47222222222222 "Americans"
"1415" "play" "performance" 1.47222222222222 "Americans"
"1416" "performance" "theater" 1.47222222222222 "Americans"
"1417" "theater" "movie" 1.47222222222222 "Americans"
"1418" "movie" "actor" 1.47222222222222 "Americans"
"1419" "actor" "celebrity" 1.47222222222222 "Americans"
"1420" "celebrity" "fame" 1.47222222222222 "Americans"
"1421" "fame" "fortune" 1.47222222222222 "Americans"
"1422" "fortune" "treasure" 1.47222222222222 "Americans"
"1423" "treasure" "pirate" 1.47222222222222 "Americans"
"1424" "candle" "stick" 1.25 "Americans"
"1425" "stick" "matches" 1.25 "Americans"
"1426" "matches" "dates" 1.25 "Americans"
"1427" "dates" "fruit" 1.25 "Americans"
"1428" "fruit" "loops" 1.25 "Americans"
"1429" "loops" "game" 1.25 "Americans"
"1430" "game" "poultry" 1.25 "Americans"
"1431" "poultry" "cooking" 1.25 "Americans"
"1432" "cooking" "homemade" 1.25 "Americans"
"1433" "homemade" "pies" 1.25 "Americans"
"1434" "pies" "fruit" 1.25 "Americans"
"1435" "fruit" "natural" 1.25 "Americans"
"1436" "natural" "organic" 1.25 "Americans"
"1437" "organic" "healthy" 1.25 "Americans"
"1438" "healthy" "carefree" 1.25 "Americans"
"1439" "carefree" "easy" 1.25 "Americans"
"1440" "easy" "unbinding" 1.25 "Americans"
"1441" "unbinding" "unpredictable" 1.25 "Americans"
"1442" "unpredictable" "natural" 1.25 "Americans"
"1443" "snow" "man" 1.41666666666667 "Americans"
"1444" "man" "woman" 1.41666666666667 "Americans"
"1445" "woman" "child" 1.41666666666667 "Americans"
"1446" "child" "person" 1.41666666666667 "Americans"
"1447" "person" "male" 1.41666666666667 "Americans"
"1448" "male" "female" 1.41666666666667 "Americans"
"1449" "female" "home" 1.41666666666667 "Americans"
"1450" "home" "dog" 1.41666666666667 "Americans"
"1451" "dog" "cat" 1.41666666666667 "Americans"
"1452" "cat" "baby" 1.41666666666667 "Americans"
"1453" "baby" "table" 1.41666666666667 "Americans"
"1454" "table" "motorcycle" 1.41666666666667 "Americans"
"1455" "motorcycle" "building" 1.41666666666667 "Americans"
"1456" "building" "wheel" 1.41666666666667 "Americans"
"1457" "wheel" "tire" 1.41666666666667 "Americans"
"1458" "tire" "seat" 1.41666666666667 "Americans"
"1459" "seat" "game" 1.41666666666667 "Americans"
"1460" "game" "camera" 1.41666666666667 "Americans"
"1461" "camera" "airplane" 1.41666666666667 "Americans"
"1462" "snow" "day" 3 "Americans"
"1463" "day" "sun" 3 "Americans"
"1464" "sun" "moon" 3 "Americans"
"1465" "moon" "dog" 3 "Americans"
"1466" "dog" "cat" 3 "Americans"
"1467" "cat" "rat" 3 "Americans"
"1468" "rat" "cheese" 3 "Americans"
"1469" "cheese" "gross" 3 "Americans"
"1470" "gross" "grass" 3 "Americans"
"1471" "grass" "taste" 3 "Americans"
"1472" "taste" "feel" 3 "Americans"
"1473" "feel" "subject" 3 "Americans"
"1474" "subject" "wonder" 3 "Americans"
"1475" "wonder" "story" 3 "Americans"
"1476" "story" "action" 3 "Americans"
"1477" "action" "ultimate" 3 "Americans"
"1478" "ultimate" "new" 3 "Americans"
"1479" "new" "comforting" 3 "Americans"
"1480" "comforting" "uneasy" 3 "Americans"
"1481" "paper" "boy" 2.41666666666667 "Americans"
"1482" "boy" "friend" 2.41666666666667 "Americans"
"1483" "friend" "mate" 2.41666666666667 "Americans"
"1484" "mate" "ship" 2.41666666666667 "Americans"
"1485" "ship" "board" 2.41666666666667 "Americans"
"1486" "board" "surf" 2.41666666666667 "Americans"
"1487" "surf" "ocean" 2.41666666666667 "Americans"
"1488" "ocean" "sea" 2.41666666666667 "Americans"
"1489" "sea" "cruise" 2.41666666666667 "Americans"
"1490" "cruise" "party" 2.41666666666667 "Americans"
"1491" "party" "birthday" 2.41666666666667 "Americans"
"1492" "birthday" "cake" 2.41666666666667 "Americans"
"1493" "cake" "cheese" 2.41666666666667 "Americans"
"1494" "cheese" "crackers" 2.41666666666667 "Americans"
"1495" "crackers" "peanutbutter" 2.41666666666667 "Americans"
"1496" "peanutbutter" "jelly" 2.41666666666667 "Americans"
"1497" "jelly" "toast" 2.41666666666667 "Americans"
"1498" "toast" "champagne" 2.41666666666667 "Americans"
"1499" "champagne" "celebrate" 2.41666666666667 "Americans"
"1500" "snow" "ball" 1.66666666666667 "Americans"
"1501" "ball" "heavy" 1.66666666666667 "Americans"
"1502" "heavy" "light" 1.66666666666667 "Americans"
"1503" "light" "cold" 1.66666666666667 "Americans"
"1504" "cold" "man" 1.66666666666667 "Americans"
"1505" "man" "mound" 1.66666666666667 "Americans"
"1506" "mound" "flakes" 1.66666666666667 "Americans"
"1507" "flakes" "sled" 1.66666666666667 "Americans"
"1508" "sled" "shoveling" 1.66666666666667 "Americans"
"1509" "shoveling" "nomore" 1.66666666666667 "Americans"
"1510" "nomore" "begone" 1.66666666666667 "Americans"
"1511" "begone" "melts" 1.66666666666667 "Americans"
"1512" "melts" "watch" 1.66666666666667 "Americans"
"1513" "watch" "house" 1.66666666666667 "Americans"
"1514" "house" "tunnel" 1.66666666666667 "Americans"
"1515" "tunnel" "packs" 1.66666666666667 "Americans"
"1516" "packs" "fight" 1.66666666666667 "Americans"
"1517" "fight" "throwing" 1.66666666666667 "Americans"
"1518" "throwing" "trail" 1.66666666666667 "Americans"
"1519" "candle" "light" 1.25 "Americans"
"1520" "light" "incandescent" 1.25 "Americans"
"1521" "incandescent" "einstein" 1.25 "Americans"
"1522" "einstein" "genius" 1.25 "Americans"
"1523" "genius" "dingdong" 1.25 "Americans"
"1524" "dingdong" "doorbell" 1.25 "Americans"
"1525" "doorbell" "visitor" 1.25 "Americans"
"1526" "visitor" "solicitor" 1.25 "Americans"
"1527" "solicitor" "bills" 1.25 "Americans"
"1528" "bills" "charges" 1.25 "Americans"
"1529" "charges" "fraud" 1.25 "Americans"
"1530" "fraud" "bank" 1.25 "Americans"
"1531" "bank" "loans" 1.25 "Americans"
"1532" "loans" "debt" 1.25 "Americans"
"1533" "debt" "foreclosure" 1.25 "Americans"
"1534" "foreclosure" "losing" 1.25 "Americans"
"1537" "beginning" "ending" 1.25 "Americans"
"1538" "ending" "start" 1.25 "Americans"
"1539" "toaster" "appliance" 1.30555555555556 "Americans"
"1540" "appliance" "bread" 1.30555555555556 "Americans"
"1541" "bread" "oven" 1.30555555555556 "Americans"
"1542" "oven" "grill" 1.30555555555556 "Americans"
"1543" "grill" "fry" 1.30555555555556 "Americans"
"1544" "fry" "bake" 1.30555555555556 "Americans"
"1545" "bake" "cook" 1.30555555555556 "Americans"
"1546" "cook" "boiler" 1.30555555555556 "Americans"
"1547" "boiler" "rack" 1.30555555555556 "Americans"
"1548" "rack" "muffin" 1.30555555555556 "Americans"
"1549" "muffin" "sandwich" 1.30555555555556 "Americans"
"1550" "sandwich" "waffuls" 1.30555555555556 "Americans"
"1551" "waffuls" "pancakes" 1.30555555555556 "Americans"
"1552" "pancakes" "wire" 1.30555555555556 "Americans"
"1553" "wire" "pasties" 1.30555555555556 "Americans"
"1554" "pasties" "rolls" 1.30555555555556 "Americans"
"1555" "rolls" "burnt" 1.30555555555556 "Americans"
"1556" "burnt" "light" 1.30555555555556 "Americans"
"1557" "light" "medium" 1.30555555555556 "Americans"
"1558" "paper" "money" 1.30555555555556 "Americans"
"1559" "money" "trees" 1.30555555555556 "Americans"
"1560" "trees" "school" 1.30555555555556 "Americans"
"1561" "school" "homework" 1.30555555555556 "Americans"
"1562" "homework" "test" 1.30555555555556 "Americans"
"1563" "test" "kids" 1.30555555555556 "Americans"
"1564" "kids" "bills" 1.30555555555556 "Americans"
"1565" "bills" "checks" 1.30555555555556 "Americans"
"1566" "checks" "statements" 1.30555555555556 "Americans"
"1567" "statements" "files" 1.30555555555556 "Americans"
"1568" "files" "cabinet" 1.30555555555556 "Americans"
"1569" "cabinet" "safe" 1.30555555555556 "Americans"
"1570" "safe" "savings" 1.30555555555556 "Americans"
"1571" "savings" "vault" 1.30555555555556 "Americans"
"1572" "vault" "key" 1.30555555555556 "Americans"
"1573" "key" "lock" 1.30555555555556 "Americans"
"1574" "lock" "security" 1.30555555555556 "Americans"
"1575" "security" "guard" 1.30555555555556 "Americans"
"1576" "guard" "camera" 1.30555555555556 "Americans"
"1577" "paper" "pencil" 1.75 "Americans"
"1578" "pencil" "pen" 1.75 "Americans"
"1579" "pen" "word" 1.75 "Americans"
"1580" "word" "write" 1.75 "Americans"
"1581" "write" "tree" 1.75 "Americans"
"1582" "tree" "labor" 1.75 "Americans"
"1583" "labor" "politician" 1.75 "Americans"
"1584" "politician" "reporter" 1.75 "Americans"
"1585" "reporter" "stars" 1.75 "Americans"
"1586" "stars" "environment" 1.75 "Americans"
"1587" "environment" "printer" 1.75 "Americans"
"1588" "printer" "recycled" 1.75 "Americans"
"1589" "recycled" "pulp" 1.75 "Americans"
"1590" "pulp" "animal" 1.75 "Americans"
"1591" "animal" "fat" 1.75 "Americans"
"1592" "fat" "road" 1.75 "Americans"
"1593" "road" "come" 1.75 "Americans"
"1594" "come" "simple" 1.75 "Americans"
"1595" "simple" "yorkshire" 1.75 "Americans"
"1596" "snow" "fall" 1.11111111111111 "Americans"
"1597" "fall" "colors" 1.11111111111111 "Americans"
"1598" "colors" "crayons" 1.11111111111111 "Americans"
"1599" "crayons" "coloring" 1.11111111111111 "Americans"
"1600" "coloring" "book" 1.11111111111111 "Americans"
"1601" "book" "toy" 1.11111111111111 "Americans"
"1602" "toy" "story" 1.11111111111111 "Americans"
"1603" "story" "book" 1.11111111111111 "Americans"
"1604" "book" "fair" 1.11111111111111 "Americans"
"1605" "fair" "equal" 1.11111111111111 "Americans"
"1606" "equal" "same" 1.11111111111111 "Americans"
"1607" "same" "name" 1.11111111111111 "Americans"
"1608" "name" "title" 1.11111111111111 "Americans"
"1609" "title" "book" 1.11111111111111 "Americans"
"1610" "book" "worm" 1.11111111111111 "Americans"
"1611" "worm" "fishing" 1.11111111111111 "Americans"
"1612" "fishing" "pole" 1.11111111111111 "Americans"
"1613" "pole" "sitter" 1.11111111111111 "Americans"
"1614" "sitter" "childcare" 1.11111111111111 "Americans"
"1615" "childcare" "daycare" 1.11111111111111 "Americans"
"1616" "paper" "book" 2 "Americans"
"1617" "book" "leaf" 2 "Americans"
"1618" "leaf" "tree" 2 "Americans"
"1619" "tree" "branch" 2 "Americans"
"1620" "branch" "bird" 2 "Americans"
"1621" "bird" "peep" 2 "Americans"
"1622" "peep" "egg" 2 "Americans"
"1623" "egg" "hen" 2 "Americans"
"1624" "hen" "rooster" 2 "Americans"
"1625" "rooster" "red" 2 "Americans"
"1626" "red" "blue" 2 "Americans"
"1627" "blue" "jet" 2 "Americans"
"1628" "jet" "survey" 2 "Americans"
"1629" "survey" "money" 2 "Americans"
"1630" "money" "cash" 2 "Americans"
"1631" "cash" "bills" 2 "Americans"
"1632" "bills" "credit" 2 "Americans"
"1633" "credit" "card" 2 "Americans"
"1634" "card" "gifts" 2 "Americans"
"1635" "table" "cloth" 1.66666666666667 "Americans"
"1636" "cloth" "drop" 1.66666666666667 "Americans"
"1637" "drop" "ball" 1.66666666666667 "Americans"
"1638" "ball" "basket" 1.66666666666667 "Americans"
"1639" "basket" "weaving" 1.66666666666667 "Americans"
"1640" "weaving" "reeds" 1.66666666666667 "Americans"
"1641" "reeds" "flute" 1.66666666666667 "Americans"
"1642" "flute" "orchestra" 1.66666666666667 "Americans"
"1643" "orchestra" "symphony" 1.66666666666667 "Americans"
"1644" "symphony" "fireworks" 1.66666666666667 "Americans"
"1645" "fireworks" "music" 1.66666666666667 "Americans"
"1646" "music" "man" 1.66666666666667 "Americans"
"1647" "man" "woman" 1.66666666666667 "Americans"
"1648" "woman" "child" 1.66666666666667 "Americans"
"1649" "child" "like" 1.66666666666667 "Americans"
"1650" "like" "love" 1.66666666666667 "Americans"
"1651" "love" "happiness" 1.66666666666667 "Americans"
"1652" "happiness" "serenity" 1.66666666666667 "Americans"
"1653" "serenity" "peace" 1.66666666666667 "Americans"
"1654" "snow" "snake" 1.36111111111111 "Americans"
"1655" "snake" "shake" 1.36111111111111 "Americans"
"1656" "shake" "scare" 1.36111111111111 "Americans"
"1657" "scare" "scarce" 1.36111111111111 "Americans"
"1658" "scarce" "story" 1.36111111111111 "Americans"
"1659" "story" "street" 1.36111111111111 "Americans"
"1660" "street" "snail" 1.36111111111111 "Americans"
"1661" "snail" "soon" 1.36111111111111 "Americans"
"1662" "soon" "summer" 1.36111111111111 "Americans"
"1663" "summer" "sun" 1.36111111111111 "Americans"
"1664" "sun" "sunlight" 1.36111111111111 "Americans"
"1665" "sunlight" "surprise" 1.36111111111111 "Americans"
"1666" "surprise" "surf" 1.36111111111111 "Americans"
"1667" "surf" "sand" 1.36111111111111 "Americans"
"1668" "sand" "sanwich" 1.36111111111111 "Americans"
"1669" "sanwich" "son" 1.36111111111111 "Americans"
"1670" "son" "spill" 1.36111111111111 "Americans"
"1671" "spill" "spoil" 1.36111111111111 "Americans"
"1672" "spoil" "spoon" 1.36111111111111 "Americans"
"1673" "bear" "claw" 1.75 "Americans"
"1674" "claw" "hand" 1.75 "Americans"
"1675" "hand" "hook" 1.75 "Americans"
"1676" "hook" "fish" 1.75 "Americans"
"1677" "fish" "boat" 1.75 "Americans"
"1678" "boat" "water" 1.75 "Americans"
"1679" "water" "drink" 1.75 "Americans"
"1680" "drink" "food" 1.75 "Americans"
"1681" "food" "lunch" 1.75 "Americans"
"1682" "lunch" "work" 1.75 "Americans"
"1683" "work" "time" 1.75 "Americans"
"1684" "time" "essence" 1.75 "Americans"
"1687" "soul" "spirit" 1.75 "Americans"
"1690" "human" "love" 1.75 "Americans"
"1691" "love" "hate" 1.75 "Americans"
"1692" "hate" "corrupt" 1.75 "Americans"
"1693" "corrupt" "government" 1.75 "Americans"
"1694" "table" "family" 1.72222222222222 "Americans"
"1695" "family" "food" 1.72222222222222 "Americans"
"1696" "food" "turkey" 1.72222222222222 "Americans"
"1697" "turkey" "stuffing" 1.72222222222222 "Americans"
